@RELATION places

@ATTRIBUTE type_place { rock, samba, pagode, metal, pop, sertaneja, italiana, mexicana, japonesa, brasileira, tailandesa, chinesa, indiana, arabe}
@ATTRIBUTE rate numeric
@ATTRIBUTE neightborhood string

@DATA
Takos Cocina Mexicana,4.2,mexicana, Funcion\xe1rios
Los Mariachis Mexican Pub,4.1,mexicana, Carmo
S\xed Se\xf1or,4.2,mexicana, Belvedere
Mexicalle Hamburgueria e Restaurante Mexicano,4.5,mexicana, Lj 4 
Restaurante Tabuleiro Bistr\xf4,4,mexicana, Barreiro
Miguelito Bar e Restaurante,4.1,mexicana, Buritis
TACOMTUDO,4.3,mexicana, Al\xedpio de Melo
Koneteria Gourmet,4.6,mexicana, Lourdes
TACOMTUDO,4.5,mexicana, Gutierrez
TACOMTUDO,4.4,mexicana, Padre Eust\xe1quio
Restaurante e Pizzaria Italiana,4.2,italiana, Milion\xe1rios
Restaurante It\xe1lia Grill,3.1,italiana,Avenida Oleg\xe1rio Maciel, 1600, Belo Horizonte
Restaurante Italiano Maurizio Gallo,4.5,italiana, Lourdes
La vera Pizza Italiana,4.6,italiana, Cruzeiro
est! est!! est!!!,4.6,italiana, Funcion\xe1rios
Paratella Gastronomia Italiana,4.7,italiana, 7 
Sapore D'Italia,4.8,italiana, S\xe3o Pedro
Cantina Italiana Osteria Degli Angeli,4.3,italiana, Anchieta
Villa Celimontana Restaurante,4.5,italiana, S\xe3o Jos\xe9
Galeto It\xe1lia,3.7,italiana, Savassi
Vecchio Sogno,4.6,italiana, Santo Agostinho
Prov\xedncia di Salerno,4.6,italiana, Santa Efig\xeania
Nonna Carmela,4.3,italiana, Lourdes
La Traviata,4.3,italiana, Funcion\xe1rios
Ristorante Maurizio Gallo,4.5,italiana, Carmo
Parrilla It\xe1lia,4,italiana, Centro
Restaurante Galeto It\xe1lia,3.5,italiana,Avenida Bento Sim\xe3o, Belo Horizonte
Ristorante Italiano Barolio,3.8,italiana, Ouro Preto
It\xe1lia Pizzas,4.2,italiana, Barroca
L\xb4Osteria Mattiazzi,4.4,italiana, Santa Efig\xeania
Restaurante Yun Ton,4.2,chinesa, Lourdes
Restaurante Jin Lon,4.1,chinesa, Funcion\xe1rios
Macau,4.6,chinesa, Lourdes
Restaurante Golden China,4,chinesa, Centro
Restaurante Casa da China,3.9,chinesa, Santo Agostinho
Restaurante Chinese Fulldarin,3.7,chinesa, 3\xba piso
Uai China,3,chinesa, Santa Efig\xeania
Restaurante Uaikisoba Culin\xe1ria Chinesa e Mineira,5,chinesa, Serra
Pequim 2000,3.8,chinesa, Piso 2 
Fulldarin,3.5,chinesa, Uni\xe3o
Tai-Ching,4.1,chinesa, Anchieta
Ni Hao,4,chinesa, Santo Ant\xf4nio
Chop-Suey San,2.8,chinesa, 3021 
China in Box,4.4,chinesa,150
Ni Hao Comida Chinesa,0,chinesa, Centro
China in Box,4.3,chinesa, Cidade Nova
Nostra Casa,3.9,chinesa, Ouro Preto
Chinezin - Comida Chinesa,0,chinesa, Barreiro
Banzai Culin\xe1ria Oriental,3.5,chinesa, 9\xb0 andar
Oriente Temaki,4.3,chinesa, Floresta
Samba Fresh - Poke & Juice Bar,4.8,samba, Lourdes
Varanda do Prado,4.2,samba, Prado
Dalva Botequim Musical,4.2,samba, Savassi
Cervejaria Don Joaquim,4.2,samba, Cora\xe7\xe3o Eucar\xedstico
O Rei Espetinhos,4.1,samba, Prado
Armaz\xe9m Guajajaras,3.6,samba, Centro
Sole\xe1 Studio de Dan\xe7a e Restaurante,4.4,samba, Savassi
Hipper Frios Confraria,4.4,samba, Uni\xe3o
Cantina da Ana - Bar e Restaurante,4.2,samba, Horto
SPETTIM DO TAMPINHA,4.3,samba, Planalto
